GO.ID	Term	Annotated	Significant	Expected	classicFisher	commun
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	36	5.76	3.9e-21	10
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	36	5.92	1.3e-20	10
GO:0042273	ribosomal large subunit biogenesis	62	33	4.96	1.4e-20	10
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	35	5.6	1.4e-20	10
GO:1904666	regulation of ubiquitin protein ligase activity	80	37	6.39	3.4e-20	10
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	36	6.08	4.0e-20	10
GO:1904668	positive regulation of ubiquitin protein ligase activity	76	36	6.08	4.0e-20	10
GO:0006403	RNA localization	179	56	14.31	5.5e-20	10
GO:0000280	nuclear division	436	94	34.85	6.7e-20	10
GO:0043603	cellular amide metabolic process	732	130	58.51	1.8e-19	10
GO:0006913	nucleocytoplasmic transport	345	80	27.58	5.0e-19	10
GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	81	36	6.47	5.7e-19	10
GO:0051169	nuclear transport	353	81	28.22	5.9e-19	10
GO:0008152	metabolic process	6499	619	519.5	1.0e-18	10
GO:0048285	organelle fission	462	95	36.93	1.3e-18	10
GO:0090150	establishment of protein localization to membrane	265	67	21.18	3.8e-18	10
GO:0051443	positive regulation of ubiquitin-protein transferase activity	91	37	7.27	7.1e-18	10
GO:0034645	cellular macromolecule biosynthetic process	3361	378	268.66	8.0e-18	10
GO:0009059	macromolecule biosynthetic process	3447	385	275.54	9.5e-18	10
GO:0051168	nuclear export	163	50	13.03	1.5e-17	10
GO:2000058	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	88	36	7.03	1.6e-17	10
GO:0006259	DNA metabolic process	729	125	58.27	2.0e-17	10
GO:0006406	mRNA export from nucleus	101	38	8.07	5.8e-17	10
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	101	38	8.07	5.8e-17	10
GO:0031397	negative regulation of protein ubiquitination	117	41	9.35	6.5e-17	10
GO:0010608	posttranscriptional regulation of gene expression	381	81	30.46	7.5e-17	10
GO:0006405	RNA export from nucleus	113	40	9.03	1.0e-16	10
GO:0051438	regulation of ubiquitin-protein transferase activity	103	38	8.23	1.3e-16	10
GO:0007059	chromosome segregation	269	65	21.5	1.4e-16	10
GO:0016043	cellular component organization	3860	415	308.55	1.5e-16	10
GO:0016073	snRNA metabolic process	80	33	6.39	2.7e-16	10
GO:0042274	ribosomal small subunit biogenesis	63	29	5.04	4.9e-16	10
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	123	41	9.83	5.0e-16	10
GO:0000245	spliceosomal complex assembly	47	25	3.76	6.9e-16	10
GO:0006996	organelle organization	2233	272	178.5	6.9e-16	10
GO:0065003	macromolecular complex assembly	1200	172	95.92	7.5e-16	10
GO:0007346	regulation of mitotic cell cycle	388	80	31.01	7.6e-16	10
GO:0006283	transcription-coupled nucleotide-excision repair	73	31	5.84	8.0e-16	10
GO:0000819	sister chromatid segregation	194	52	15.51	1.9e-15	10
GO:0034613	cellular protein localization	1096	160	87.61	2.0e-15	10
GO:0070727	cellular macromolecule localization	1106	161	88.41	2.1e-15	10
GO:0044248	cellular catabolic process	1030	153	82.33	2.1e-15	10
GO:0033036	macromolecule localization	1813	231	144.92	2.4e-15	10
GO:0051028	mRNA transport	128	41	10.23	2.4e-15	10
GO:0050657	nucleic acid transport	148	44	11.83	4.9e-15	10
GO:0050658	RNA transport	148	44	11.83	4.9e-15	10
GO:1901575	organic substance catabolic process	1190	168	95.12	7.9e-15	10
GO:0042255	ribosome assembly	51	25	4.08	8.4e-15	10
GO:0006521	regulation of cellular amino acid metabolic process	47	24	3.76	8.9e-15	10
GO:0015031	protein transport	1202	169	96.08	9.4e-15	10
GO:0051236	establishment of RNA localization	151	44	12.07	1.1e-14	10
GO:0031123	RNA 3'-end processing	100	35	7.99	1.3e-14	10
GO:0006369	termination of RNA polymerase II transcription	61	27	4.88	1.7e-14	10
GO:0044271	cellular nitrogen compound biosynthetic process	3308	361	264.43	2.2e-14	10
GO:0051301	cell division	428	82	34.21	2.6e-14	10
GO:0051704	multi-organism process	1356	183	108.39	3.0e-14	10
GO:0043487	regulation of RNA stability	131	40	10.47	3.3e-14	10
GO:0006289	nucleotide-excision repair	103	35	8.23	3.7e-14	10
GO:1901990	regulation of mitotic cell cycle phase transition	249	58	19.9	3.9e-14	10
GO:0098813	nuclear chromosome segregation	229	55	18.31	4.6e-14	10
GO:0006354	DNA-templated transcription, elongation	115	37	9.19	4.9e-14	10
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	50	24	4	5.3e-14	10
GO:0030490	maturation of SSU-rRNA	46	23	3.68	5.9e-14	10
GO:1901987	regulation of cell cycle phase transition	266	60	21.26	6.4e-14	10
GO:0009056	catabolic process	1226	168	98	1.3e-13	10
GO:0045184	establishment of protein localization	1309	176	104.64	1.6e-13	10
GO:0071702	organic substance transport	1631	207	130.37	2.2e-13	10
GO:0010564	regulation of cell cycle process	461	84	36.85	2.3e-13	10
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	53	24	4.24	2.7e-13	10
GO:1902580	single-organism cellular localization	732	115	58.51	2.9e-13	10
GO:0043933	macromolecular complex subunit organization	1752	218	140.05	3.0e-13	10
GO:0000387	spliceosomal snRNP assembly	37	20	2.96	3.8e-13	10
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	134	39	10.71	3.9e-13	10
GO:0001736	establishment of planar polarity	83	30	6.63	4.0e-13	10
GO:0007164	establishment of tissue polarity	83	30	6.63	4.0e-13	10
GO:0033238	regulation of cellular amine metabolic process	54	24	4.32	4.5e-13	10
GO:0043488	regulation of mRNA stability	124	37	9.91	6.8e-13	10
GO:0072657	protein localization to membrane	342	68	27.34	8.3e-13	10
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	80	29	6.39	9.1e-13	10
GO:0090175	regulation of establishment of planar polarity	80	29	6.39	9.1e-13	10
GO:0015931	nucleobase-containing compound transport	170	44	13.59	1.1e-12	10
GO:0061024	membrane organization	688	108	55	1.9e-12	10
GO:0044802	single-organism membrane organization	591	97	47.24	2.1e-12	10
GO:0051726	regulation of cell cycle	726	112	58.03	2.2e-12	10
GO:1903364	positive regulation of cellular protein catabolic process	142	39	11.35	2.9e-12	10
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	156	41	12.47	3.9e-12	10
GO:0031124	mRNA 3'-end processing	79	28	6.31	4.3e-12	10
GO:0001738	morphogenesis of a polarized epithelium	90	30	7.19	4.5e-12	10
GO:0006281	DNA repair	403	74	32.21	4.8e-12	10
GO:0031398	positive regulation of protein ubiquitination	141	38	11.27	1.1e-11	10
GO:0009301	snRNA transcription	66	25	5.28	1.1e-11	10
GO:0042795	snRNA transcription from RNA polymerase II promoter	66	25	5.28	1.1e-11	10
GO:0034654	nucleobase-containing compound biosynthetic process	2874	312	229.73	1.8e-11	10
GO:0098781	ncRNA transcription	96	30	7.67	2.9e-11	10
GO:0009452	7-methylguanosine RNA capping	36	18	2.88	3.3e-11	10
GO:0036260	RNA capping	36	18	2.88	3.3e-11	10
GO:0038061	NIK/NF-kappaB signaling	86	28	6.87	4.5e-11	10
GO:0002478	antigen processing and presentation of exogenous peptide antigen	116	33	9.27	5.1e-11	10
GO:0044249	cellular biosynthetic process	3974	402	317.66	5.3e-11	10
GO:0006399	tRNA metabolic process	155	39	12.39	5.6e-11	10
GO:0045732	positive regulation of protein catabolic process	183	43	14.63	6.4e-11	10
GO:0022607	cellular component assembly	1717	206	137.25	6.8e-11	10
GO:1901566	organonitrogen compound biosynthetic process	958	132	76.58	7.3e-11	10
GO:1901576	organic substance biosynthetic process	4024	405	321.66	9.1e-11	10
GO:0018130	heterocycle biosynthetic process	2912	312	232.77	1.0e-10	10
GO:0008104	protein localization	1588	193	126.94	1.2e-10	10
GO:0019438	aromatic compound biosynthetic process	2918	312	233.25	1.3e-10	10
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	173	41	13.83	1.3e-10	10
GO:0019884	antigen processing and presentation of exogenous antigen	120	33	9.59	1.4e-10	10
GO:1901362	organic cyclic compound biosynthetic process	2979	317	238.13	1.5e-10	10
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	68	24	5.44	1.6e-10	10
GO:0007062	sister chromatid cohesion	115	32	9.19	1.9e-10	10
GO:1903320	regulation of protein modification by small protein conjugation or removal	218	47	17.43	1.9e-10	10
GO:0009058	biosynthetic process	4070	407	325.34	2.1e-10	10
GO:0031396	regulation of protein ubiquitination	197	44	15.75	2.2e-10	10
GO:0048002	antigen processing and presentation of peptide antigen	123	33	9.83	2.8e-10	10
GO:0006370	7-methylguanosine mRNA capping	32	16	2.56	4.2e-10	10
GO:0006418	tRNA aminoacylation for protein translation	46	19	3.68	6.0e-10	10
GO:0006520	cellular amino acid metabolic process	203	44	16.23	6.2e-10	10
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	171	39	13.67	1.3e-09	10
GO:0002223	stimulatory C-type lectin receptor signaling pathway	86	26	6.87	1.4e-09	10
GO:0006368	transcription elongation from RNA polymerase II promoter	86	26	6.87	1.4e-09	10
GO:0000723	telomere maintenance	117	31	9.35	1.4e-09	10
GO:0006260	DNA replication	247	49	19.74	1.6e-09	10
GO:0032774	RNA biosynthetic process	2594	279	207.35	1.6e-09	10
GO:0044106	cellular amine metabolic process	75	24	6	1.6e-09	10
GO:0002220	innate immune response activating cell surface receptor signaling pathway	87	26	6.95	1.8e-09	10
GO:0090501	RNA phosphodiester bond hydrolysis	112	30	8.95	1.9e-09	10
GO:0043038	amino acid activation	49	19	3.92	2.1e-09	10
GO:0043039	tRNA aminoacylation	49	19	3.92	2.1e-09	10
GO:0090305	nucleic acid phosphodiester bond hydrolysis	211	44	16.87	2.3e-09	10
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	35	16	2.8	2.3e-09	10
GO:0035567	non-canonical Wnt signaling pathway	107	29	8.55	2.6e-09	10
GO:0044267	cellular protein metabolic process	3074	319	245.72	3.0e-09	10
GO:0006974	cellular response to DNA damage stimulus	606	90	48.44	3.1e-09	10
GO:0070647	protein modification by small protein conjugation or removal	712	101	56.91	3.9e-09	10
GO:0045862	positive regulation of proteolysis	263	50	21.02	5.0e-09	10
GO:0000070	mitotic sister chromatid segregation	123	31	9.83	5.1e-09	10
GO:0031331	positive regulation of cellular catabolic process	202	42	16.15	5.8e-09	10
GO:1901564	organonitrogen compound metabolic process	1439	172	115.03	6.6e-09	10
GO:0007051	spindle organization	87	25	6.95	9.1e-09	10
GO:1905330	regulation of morphogenesis of an epithelium	120	30	9.59	1.1e-08	10
GO:0006352	DNA-templated transcription, initiation	199	41	15.91	1.2e-08	10
GO:0009308	amine metabolic process	82	24	6.55	1.2e-08	10
GO:1903362	regulation of cellular protein catabolic process	185	39	14.79	1.4e-08	10
GO:0009896	positive regulation of catabolic process	239	46	19.1	1.4e-08	10
GO:0032446	protein modification by small protein conjugation	634	91	50.68	1.4e-08	10
GO:0000722	telomere maintenance via recombination	30	14	2.4	1.7e-08	10
GO:0051225	spindle assembly	72	22	5.76	2.1e-08	10
GO:0032200	telomere organization	130	31	10.39	2.1e-08	10
GO:0042176	regulation of protein catabolic process	260	48	20.78	2.7e-08	10
GO:0019882	antigen processing and presentation	148	33	11.83	4.3e-08	10
GO:0006383	transcription from RNA polymerase III promoter	47	17	3.76	5.2e-08	10
GO:0071897	DNA biosynthetic process	158	34	12.63	6.9e-08	10
GO:0038095	Fc-epsilon receptor signaling pathway	102	26	8.15	7.0e-08	10
GO:0090263	positive regulation of canonical Wnt signaling pathway	96	25	7.67	7.9e-08	10
GO:0006261	DNA-dependent DNA replication	123	29	9.83	7.9e-08	10
GO:0019538	protein metabolic process	3286	329	262.67	9.8e-08	10
GO:0006361	transcription initiation from RNA polymerase I promoter	34	14	2.72	1.2e-07	10
GO:1903902	positive regulation of viral life cycle	73	21	5.84	1.4e-07	10
GO:0070925	organelle assembly	414	64	33.09	1.6e-07	10
GO:0033044	regulation of chromosome organization	127	29	10.15	1.7e-07	10
GO:0006312	mitotic recombination	40	15	3.2	1.8e-07	10
GO:0010565	regulation of cellular ketone metabolic process	107	26	8.55	2.0e-07	10
GO:0051348	negative regulation of transferase activity	244	44	19.5	2.1e-07	10
GO:0050684	regulation of mRNA processing	81	22	6.47	2.1e-07	10
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	57	18	4.56	2.3e-07	10
GO:0050852	T cell receptor signaling pathway	115	27	9.19	2.4e-07	10
GO:0002181	cytoplasmic translation	47	16	3.76	3.4e-07	10
GO:0051170	nuclear import	200	38	15.99	3.7e-07	10
GO:0006363	termination of RNA polymerase I transcription	32	13	2.56	4.1e-07	10
GO:0033209	tumor necrosis factor-mediated signaling pathway	111	26	8.87	4.3e-07	10
GO:0030177	positive regulation of Wnt signaling pathway	112	26	8.95	5.1e-07	10
GO:0044766	multi-organism transport	60	18	4.8	5.4e-07	10
GO:1902579	multi-organism localization	60	18	4.8	5.4e-07	10
GO:0050434	positive regulation of viral transcription	38	14	3.04	6.1e-07	10
GO:0006997	nucleus organization	106	25	8.47	6.2e-07	10
GO:0006362	transcription elongation from RNA polymerase I promoter	33	13	2.64	6.2e-07	10
GO:0019985	translesion synthesis	33	13	2.64	6.2e-07	10
GO:0006360	transcription from RNA polymerase I promoter	55	17	4.4	7.0e-07	10
GO:0075733	intracellular transport of virus	55	17	4.4	7.0e-07	10
GO:0009987	cellular process	8548	714	683.29	7.3e-07	10
GO:0031400	negative regulation of protein modification process	395	60	31.57	7.4e-07	10
GO:0007052	mitotic spindle organization	44	15	3.52	7.7e-07	10
GO:0000209	protein polyubiquitination	190	36	15.19	8.0e-07	10
GO:1902581	multi-organism cellular localization	56	17	4.48	9.3e-07	10
GO:1902583	multi-organism intracellular transport	56	17	4.48	9.3e-07	10
GO:0016925	protein sumoylation	109	25	8.71	1.1e-06	10
GO:0009894	regulation of catabolic process	356	55	28.46	1.3e-06	10
GO:0000086	G2/M transition of mitotic cell cycle	147	30	11.75	1.3e-06	10
GO:0050851	antigen receptor-mediated signaling pathway	132	28	10.55	1.3e-06	10
GO:0048524	positive regulation of viral process	83	21	6.63	1.4e-06	10
GO:0046794	transport of virus	58	17	4.64	1.6e-06	10
GO:0006446	regulation of translational initiation	66	18	5.28	2.5e-06	10
GO:1903311	regulation of mRNA metabolic process	107	24	8.55	2.7e-06	10
GO:0031047	gene silencing by RNA	130	27	10.39	3.2e-06	10
GO:0031023	microtubule organizing center organization	94	22	7.51	3.3e-06	10
GO:0006301	postreplication repair	43	14	3.44	3.4e-06	10
GO:0006310	DNA recombination	194	35	15.51	3.7e-06	10
GO:0090090	negative regulation of canonical Wnt signaling pathway	124	26	9.91	4.0e-06	10
GO:0006998	nuclear envelope organization	68	18	5.44	4.0e-06	10
GO:0044839	cell cycle G2/M phase transition	155	30	12.39	4.2e-06	10
GO:0051983	regulation of chromosome segregation	75	19	6	4.5e-06	10
GO:0031329	regulation of cellular catabolic process	264	43	21.1	4.8e-06	10
GO:0008033	tRNA processing	96	22	7.67	4.8e-06	10
GO:2000027	regulation of organ morphogenesis	164	31	13.11	4.9e-06	10
GO:0051052	regulation of DNA metabolic process	265	43	21.18	5.3e-06	10
GO:0043632	modification-dependent macromolecule catabolic process	421	60	33.65	6.2e-06	10
GO:0010501	RNA secondary structure unwinding	40	13	3.2	7.7e-06	10
GO:0030178	negative regulation of Wnt signaling pathway	144	28	11.51	8.0e-06	10
GO:0032210	regulation of telomere maintenance via telomerase	41	13	3.28	1.1e-05	10
GO:0048024	regulation of mRNA splicing, via spliceosome	53	15	4.24	1.1e-05	10
GO:2000278	regulation of DNA biosynthetic process	73	18	5.84	1.2e-05	10
GO:0038093	Fc receptor signaling pathway	147	28	11.75	1.2e-05	10
GO:0006270	DNA replication initiation	36	12	2.88	1.3e-05	10
GO:0051297	centrosome organization	88	20	7.03	1.5e-05	10
GO:0019941	modification-dependent protein catabolic process	414	58	33.09	1.5e-05	10
GO:0006409	tRNA export from nucleus	31	11	2.48	1.5e-05	10
GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	31	11	2.48	1.5e-05	10
GO:0000731	DNA synthesis involved in DNA repair	61	16	4.88	1.6e-05	10
GO:0006378	mRNA polyadenylation	32	11	2.56	2.1e-05	10
GO:0043631	RNA polyadenylation	32	11	2.56	2.1e-05	10
GO:0007088	regulation of mitotic nuclear division	120	24	9.59	2.2e-05	10
GO:0006417	regulation of translation	271	42	21.66	2.2e-05	10
GO:0010833	telomere maintenance via telomere lengthening	56	15	4.48	2.2e-05	10
GO:0046782	regulation of viral transcription	56	15	4.48	2.2e-05	10
GO:0006367	transcription initiation from RNA polymerase II promoter	152	28	12.15	2.3e-05	10
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	281	43	22.46	2.4e-05	10
GO:0030397	membrane disassembly	44	13	3.52	2.5e-05	10
GO:0051081	nuclear envelope disassembly	44	13	3.52	2.5e-05	10
GO:1903900	regulation of viral life cycle	122	24	9.75	2.9e-05	10
GO:0000460	maturation of 5.8S rRNA	33	11	2.64	3.0e-05	10
GO:0051031	tRNA transport	33	11	2.64	3.0e-05	10
GO:0007004	telomere maintenance via telomerase	51	14	4.08	3.0e-05	10
GO:1904356	regulation of telomere maintenance via telomere lengthening	45	13	3.6	3.2e-05	10
GO:0051347	positive regulation of transferase activity	426	58	34.05	3.5e-05	10
GO:0051783	regulation of nuclear division	132	25	10.55	3.9e-05	10
GO:0000226	microtubule cytoskeleton organization	278	42	22.22	4.0e-05	10
GO:0006511	ubiquitin-dependent protein catabolic process	409	56	32.69	4.1e-05	10
GO:0051306	mitotic sister chromatid separation	46	13	3.68	4.2e-05	10
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	66	16	5.28	4.5e-05	10
GO:0006278	RNA-dependent DNA biosynthetic process	53	14	4.24	4.9e-05	10
GO:0033045	regulation of sister chromatid segregation	60	15	4.8	5.3e-05	10
GO:0010498	proteasomal protein catabolic process	300	44	23.98	5.5e-05	10
GO:0042769	DNA damage response, detection of DNA damage	35	11	2.8	5.5e-05	10
GO:0007077	mitotic nuclear envelope disassembly	41	12	3.28	5.6e-05	10
GO:0071356	cellular response to tumor necrosis factor	168	29	13.43	5.8e-05	10
GO:0034612	response to tumor necrosis factor	177	30	14.15	6.2e-05	10
GO:0043484	regulation of RNA splicing	82	18	6.55	6.4e-05	10
GO:0033554	cellular response to stress	1223	133	97.76	7.6e-05	10
GO:0042180	cellular ketone metabolic process	146	26	11.67	8.1e-05	10
GO:0044843	cell cycle G1/S phase transition	197	32	15.75	8.3e-05	10
GO:0034248	regulation of cellular amide metabolic process	287	42	22.94	8.5e-05	10
GO:0000082	G1/S transition of mitotic cell cycle	189	31	15.11	8.8e-05	10
GO:0034504	protein localization to nucleus	251	38	20.06	8.9e-05	10
GO:0060249	anatomical structure homeostasis	242	37	19.34	8.9e-05	10
GO:0034605	cellular response to heat	84	18	6.71	8.9e-05	10
GO:0043902	positive regulation of multi-organism process	107	21	8.55	9.3e-05	10
GO:0051603	proteolysis involved in cellular protein catabolic process	453	59	36.21	0.00011	10
GO:0090307	mitotic spindle assembly	44	12	3.52	0.00012	10
GO:0009408	response to heat	109	21	8.71	0.00012	10
GO:0030163	protein catabolic process	547	68	43.72	0.00014	10
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	45	12	3.6	0.00015	10
GO:0010965	regulation of mitotic sister chromatid separation	45	12	3.6	0.00015	10
GO:0044784	metaphase/anaphase transition of cell cycle	45	12	3.6	0.00015	10
GO:1902850	microtubule cytoskeleton organization involved in mitosis	45	12	3.6	0.00015	10
GO:0000380	alternative mRNA splicing, via spliceosome	39	11	3.12	0.00017	10
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	66	15	5.28	0.00017	10
GO:0071103	DNA conformation change	223	34	17.83	0.00018	10
GO:0007093	mitotic cell cycle checkpoint	129	23	10.31	0.00020	10
GO:0016567	protein ubiquitination	535	66	42.77	0.00022	10
GO:0045089	positive regulation of innate immune response	190	30	15.19	0.00023	10
GO:0002758	innate immune response-activating signal transduction	164	27	13.11	0.00023	10
GO:0017038	protein import	227	34	18.15	0.00025	10
GO:0051338	regulation of transferase activity	623	74	49.8	0.00029	10
GO:0051304	chromosome separation	62	14	4.96	0.00030	10
GO:0006810	transport	2659	254	212.55	0.00031	10
GO:0002218	activation of innate immune response	167	27	13.35	0.00031	10
GO:0044257	cellular protein catabolic process	473	59	37.81	0.00035	10
GO:0032481	positive regulation of type I interferon production	49	12	3.92	0.00036	10
GO:0002429	immune response-activating cell surface receptor signaling pathway	195	30	15.59	0.00036	10
GO:0018205	peptidyl-lysine modification	316	43	25.26	0.00037	10
GO:0051234	establishment of localization	2749	261	219.74	0.00037	10
GO:0009451	RNA modification	102	19	8.15	0.00040	10
GO:0030071	regulation of mitotic metaphase/anaphase transition	43	11	3.44	0.00042	10
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	43	11	3.44	0.00042	10
GO:0032204	regulation of telomere maintenance	64	14	5.12	0.00043	10
GO:0043086	negative regulation of catalytic activity	487	60	38.93	0.00043	10
GO:0007080	mitotic metaphase plate congression	37	10	2.96	0.00048	10
GO:0006888	ER to Golgi vesicle-mediated transport	130	22	10.39	0.00058	10
GO:0051171	regulation of nitrogen compound metabolic process	2876	270	229.89	0.00059	10
GO:1900034	regulation of cellular response to heat	66	14	5.28	0.00059	10
GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	38	10	3.04	0.00060	10
GO:0006606	protein import into nucleus	183	28	14.63	0.00062	10
GO:0044744	protein targeting to nucleus	183	28	14.63	0.00062	10
GO:0065004	protein-DNA complex assembly	183	28	14.63	0.00062	10
GO:1902593	single-organism nuclear import	183	28	14.63	0.00062	10
GO:0033683	nucleotide-excision repair, DNA incision	39	10	3.12	0.00075	10
GO:0033047	regulation of mitotic sister chromatid segregation	53	12	4.24	0.00078	10
GO:0030162	regulation of proteolysis	427	53	34.13	0.00078	10
GO:2000573	positive regulation of DNA biosynthetic process	46	11	3.68	0.00079	10
GO:0032508	DNA duplex unwinding	68	14	5.44	0.00081	10
GO:0000075	cell cycle checkpoint	187	28	14.95	0.00087	10
GO:0071824	protein-DNA complex subunit organization	207	30	16.55	0.00100	10
GO:0006396	RNA processing	782	207	47.28	< 1e-30	11
GO:0022613	ribonucleoprotein complex biogenesis	417	146	25.21	< 1e-30	11
GO:0016071	mRNA metabolic process	577	161	34.89	< 1e-30	11
GO:0034660	ncRNA metabolic process	501	140	30.29	< 1e-30	11
GO:0016072	rRNA metabolic process	244	98	14.75	< 1e-30	11
GO:0006364	rRNA processing	240	97	14.51	< 1e-30	11
GO:0042254	ribosome biogenesis	292	106	17.66	< 1e-30	11
GO:0034470	ncRNA processing	357	112	21.59	< 1e-30	11
GO:0090304	nucleic acid metabolic process	3499	361	211.57	< 1e-30	11
GO:0034641	cellular nitrogen compound metabolic process	4307	409	260.42	< 1e-30	11
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	114	56	6.89	< 1e-30	11
GO:0044033	multi-organism metabolic process	194	70	11.73	< 1e-30	11
GO:0019080	viral gene expression	179	67	10.82	< 1e-30	11
GO:0006139	nucleobase-containing compound metabolic process	3865	377	233.7	< 1e-30	11
GO:0008380	RNA splicing	347	92	20.98	< 1e-30	11
GO:0006397	mRNA processing	408	99	24.67	< 1e-30	11
GO:0000956	nuclear-transcribed mRNA catabolic process	187	67	11.31	< 1e-30	11
GO:0046483	heterocycle metabolic process	3933	377	237.81	< 1e-30	11
GO:0019083	viral transcription	168	63	10.16	< 1e-30	11
GO:0006807	nitrogen compound metabolic process	4524	411	273.54	< 1e-30	11
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	93	48	5.62	< 1e-30	11
GO:0006402	mRNA catabolic process	200	68	12.09	< 1e-30	11
GO:0010467	gene expression	3614	356	218.52	< 1e-30	11
GO:0006725	cellular aromatic compound metabolic process	3964	377	239.68	< 1e-30	11
GO:0006413	translational initiation	167	62	10.1	< 1e-30	11
GO:0006401	RNA catabolic process	223	71	13.48	< 1e-30	11
GO:0006613	cotranslational protein targeting to membrane	98	48	5.93	< 1e-30	11
GO:0045047	protein targeting to ER	99	48	5.99	< 1e-30	11
GO:0000278	mitotic cell cycle	774	136	46.8	< 1e-30	11
GO:1903047	mitotic cell cycle process	726	131	43.9	< 1e-30	11
GO:0044260	cellular macromolecule metabolic process	5246	445	317.2	< 1e-30	11
GO:0072599	establishment of protein localization to endoplasmic reticulum	103	48	6.23	< 1e-30	11
GO:1901360	organic cyclic compound metabolic process	4056	378	245.25	< 1e-30	11
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	268	75	16.2	< 1e-30	11
GO:0000398	mRNA splicing, via spliceosome	268	75	16.2	< 1e-30	11
GO:0016070	RNA metabolic process	3168	320	191.55	1.7e-30	11
GO:0000375	RNA splicing, via transesterification reactions	273	75	16.51	1.9e-30	11
GO:0070972	protein localization to endoplasmic reticulum	115	49	6.95	5.6e-30	11
GO:0034655	nucleobase-containing compound catabolic process	284	75	17.17	3.2e-29	11
GO:0022618	ribonucleoprotein complex assembly	183	60	11.07	4.7e-29	11
GO:0019058	viral life cycle	349	83	21.1	8.2e-29	11
GO:0044085	cellular component biogenesis	1949	230	117.85	8.8e-29	11
GO:0071826	ribonucleoprotein complex subunit organization	189	60	11.43	3.5e-28	11
GO:0043170	macromolecule metabolic process	5522	451	333.89	9.1e-28	11
GO:0046700	heterocycle catabolic process	298	75	18.02	9.7e-28	11
GO:0044270	cellular nitrogen compound catabolic process	300	75	18.14	1.5e-27	11
GO:0019439	aromatic compound catabolic process	303	75	18.32	3.1e-27	11
GO:0044265	cellular macromolecule catabolic process	715	121	43.23	3.9e-27	11
GO:0022402	cell cycle process	1018	149	61.55	9.6e-27	11
GO:0044770	cell cycle phase transition	441	91	26.67	1.2e-26	11
GO:0044772	mitotic cell cycle phase transition	420	88	25.4	2.9e-26	11
GO:1901361	organic cyclic compound catabolic process	314	75	18.99	3.6e-26	11
GO:0007049	cell cycle	1264	167	76.43	4.9e-25	11
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	36	4.47	9.0e-25	11
GO:0016032	viral process	690	114	41.72	1.4e-24	11
GO:0072594	establishment of protein localization to organelle	508	95	30.72	2.0e-24	11
GO:0044764	multi-organism cellular process	693	114	41.9	2.1e-24	11
GO:0044403	symbiosis, encompassing mutualism through parasitism	707	115	42.75	3.4e-24	11
GO:0044419	interspecies interaction between organisms	707	115	42.75	3.4e-24	11
GO:0009057	macromolecule catabolic process	844	128	51.03	3.9e-24	11
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	71	34	4.29	3.6e-23	11
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	34	4.35	6.5e-23	11
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	34	4.35	6.5e-23	11
GO:0006612	protein targeting to membrane	151	48	9.13	9.9e-23	11
GO:0006412	translation	558	97	33.74	1.8e-22	11
GO:0046907	intracellular transport	1118	149	67.6	2.0e-22	11
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	33	4.23	3.0e-22	11
GO:1904666	regulation of ubiquitin protein ligase activity	80	35	4.84	3.6e-22	11
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	34	4.6	5.9e-22	11
