DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-000414,NCIH1944_LUNG,NCI-H1944,1240185,183,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000415,BICR6_UPPER_AERODIGESTIVE_TRACT,BICR 6,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,ECACC
ACH-000416,NCIH838_LUNG,NCI-H838,910399,484,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000417,PANC0813_PANCREAS,Panc 08.13,925347,635,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,ATCC
ACH-000418,SW1353_BONE,SW 1353,,,Bone Cancer,Chondrosarcoma,Female,ATCC
ACH-000419,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-28BM,,,Myeloma,Multiple Myeloma,Female,HSSRB
ACH-000420,SNU449_LIVER,SNU-449,909738,129,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000421,SW837_LARGE_INTESTINE,SW 837,909755,1141,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000422,SNU475_LIVER,SNU-475,909739,2059,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000423,SKMEL3_SKIN,SK-MEL-3,909724,1572,Skin Cancer,Melanoma,Female,ATCC
ACH-001033,CHLA57_BONE,,,,Bone Cancer,Ewings Sarcoma,,
ACH-001034,CHLA9_BONE,,,,Bone Cancer,Ewings Sarcoma,-1,
ACH-000425,UACC62_SKIN,UACC-62,905976,8,Skin Cancer,Melanoma,,NCI/DCTD
ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-20,,,Myeloma,Multiple Myeloma,Female,HSRRB
ACH-000427,NCIN87_STOMACH,NCI-N87,908461,88,Gastric Cancer,"Adenocarcinoma, tubular",Male,ATCC
ACH-000428,UO31_KIDNEY,UO-31,,,Kidney Cancer,Unknown,Male,Garraway Lab
ACH-000429,A704_KIDNEY,A-704,910920,949,Kidney Cancer,Renal Cell Adenocarcinoma,Male,ATCC
ACH-000430,TYKNU_OVARY,TYK-nu,909774,476,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,HSRRB
ACH-000431,NCIH1694_LUNG,NCI-H1694,688006,451,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BV-173,910710,321,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Male,DSMZ
ACH-000433,CAKI1_KIDNEY,Caki-1,905963,289,Kidney Cancer,"Renal Carcinoma, clear cell",Male,ATCC
ACH-000434,NCIH1915_LUNG,NCI-H1915,1240184,1823,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Female,ATCC
ACH-000435,EFE184_ENDOMETRIUM,EFE-184,,,Endometrial/Uterine Cancer,Endometrial Carcinoma,Female,DSMZ
ACH-000338,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR-786;SR,,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",Male,DSMZ
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,909745,1310,Brain Cancer,Astrocytoma,Male,ATCC
ACH-000438,LU65_LUNG,,724863,47,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,JCRB
ACH-000439,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ME-1,1330942,427,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",Male,DSMZ
ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CA46,910703,1190,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Male,ATCC
ACH-000441,SH4_SKIN,SH-4,909713,1179,Skin Cancer,Melanoma,Female,ATCC
ACH-000442,RERFLCSQ1_LUNG,RERF-LC-Sq1,1298538,449,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Female,HSRRB
ACH-000443,OVKATE_OVARY,OVKATE,1240199,1094,Ovarian Cancer,"Adenocarcinoma, serous papillary",Female,HSRRB
ACH-000444,LU99_LUNG,LU99,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,HSRRB
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,,,Brain Cancer,Glioblastoma,Male,HSSRB
ACH-000446,KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,,,Neuroblastoma,Unknown,,HSSRB
ACH-000447,NCIH2228_LUNG,NCI-H2228,687816,1812,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000448,NCIH1666_LUNG,NCI-H1666,908473,958,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Female,ATCC
ACH-000449,MESSA_SOFT_TISSUE,MES-SA,908127,1395,Sarcoma,Uterine Sarcoma,Female,ATCC
ACH-000450,MELHO_SKIN,MEL-HO,908124,2109,Skin Cancer,Melanoma,Female,DSMZ
ACH-000451,NCIH2085_LUNG,NCI-H2085,687812,80,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000452,TE8_OESOPHAGUS,TE-8,753623,2253,Esophageal Cancer,Squamous Cell Carcinoma,,RIKEN
ACH-000453,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-2,,,Myeloma,Multiple Myeloma,Male,DSMZ
ACH-000454,HCC95_LUNG,HCC-95,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,KCLB
ACH-000455,LN428_CENTRAL_NERVOUS_SYSTEM,LN-428,,,Brain Cancer,Glioblastoma,Male,
ACH-000456,BCPAP_THYROID,B-CPAP,924104,346,Thyroid Cancer,"Carcinoma, papillary",Female,DSMZ
ACH-000457,CAL54_KIDNEY,CAL-54,910952,482,Kidney Cancer,Renal Cell Carcinoma,Male,DSMZ
ACH-000458,CJM_SKIN,CJM,,,Skin Cancer,Melanoma,,RIKEN
ACH-000459,TUHR10TKB_KIDNEY,TUHR10TKB,,,Kidney Cancer,Renal Cell Carcinoma,,RIKEN
ACH-000460,SNU8_OVARY,SNU-8,,,Ovarian Cancer,"Cystadenocarcinoma, serous papillary",Female,KCLB
ACH-000461,SNU1196_BILIARY_TRACT,SNU-1196,,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,KCLB
ACH-000462,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM-1,,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Female,DSMZ
ACH-000463,NCIH460_LUNG,NCI-H460,905943,2146,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,910943,604,Brain Cancer,Glioblastoma,Male,ICLC
ACH-000465,SKMEL1_SKIN,SK-MEL-1,909723,42,Skin Cancer,Melanoma,Male,ATCC
ACH-000466,SNU216_STOMACH,SNU-216,,,Gastric Cancer,"Adenocarcinoma, tubular",Female,KCLB
ACH-000467,HCC56_LARGE_INTESTINE,HCC-56,1290907,1036,Colon/Colorectal Cancer,Colon Adenocarcinoma,,HSRRB
ACH-000468,PK45H_PANCREAS,PK-45H,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,RIKEN
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,YH-13,909905,468,Brain Cancer,Glioblastoma,Male,HSSRB
ACH-000470,SW1463_LARGE_INTESTINE,SW1463,909748,271,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000471,LI7_LIVER,Li-7,,,Liver Cancer,Unknown,,RIKEN
ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,753562,944,Head and Neck Cancer,Squamous Cell Carcinoma,Male,HSSRB
ACH-000473,RT112_URINARY_TRACT,RT-112,909704,25,Bladder Cancer,Transitional Cell Carcinoma,Female,DSMZ
ACH-000475,HUH1_LIVER,huH-1,1298146,1855,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",Male,HSRRB
ACH-000476,JHH4_LIVER,JHH-4,1240158,931,Liver Cancer,Hepatocellular Carcinoma,Male,HSRRB
ACH-000477,MALME3M_SKIN,Malme-3M,,,Skin Cancer,Melanoma,Male,ATCC
ACH-000478,SNU387_LIVER,SNU-387,909736,1482,Liver Cancer,Hepatocellular Carcinoma,Female,ATCC
ACH-000479,KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,,,Brain Cancer,Glioblastoma,Male,HSSRB
ACH-000480,HUH7_LIVER,HuH-7,907071,2195,Liver Cancer,Hepatocellular Carcinoma,Male,HSSRB
ACH-000481,NCIH2170_LUNG,NCI-H2170,687815,1811,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000482,RERFLCKJ_LUNG,RERF-LC-KJ,1298537,960,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,HSSRB
ACH-000483,SNU182_LIVER,SNU-182,1240216,1481,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000484,VMRCRCW_KIDNEY,VMRC-RCW,1240224,1459,Kidney Cancer,Renal Cell Carcinoma,Male,RIKEN
ACH-000485,GSU_STOMACH,GSU,,,Gastric Cancer,Adenocarcinoma,,RIKEN
ACH-000486,KU1919_URINARY_TRACT,KU-19-19,907312,892,Bladder Cancer,Transitional Cell Carcinoma,Male,DSMZ
ACH-000487,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Male,DSMZ
ACH-000488,TE11_OESOPHAGUS,TE-11,946354,2073,Esophageal Cancer,Squamous Cell Carcinoma,,RIKEN
ACH-000489,SW1116_LARGE_INTESTINE,SW1116,909746,480,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Male,ATCC
ACH-001038,COGE352_BONE,,,,Bone Cancer,Ewings Sarcoma,,
ACH-000491,NCIH716_LARGE_INTESTINE,NCI-H716,908458,649,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000493,SNU423_LIVER,SNU-423,909737,481,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000494,OELE_OVARY,OELE;OEL(E),,,Immortalized,Immortalized ovarian epithelial,,
ACH-000495,TUHR4TKB_KIDNEY,TUHR4TKB,,,Kidney Cancer,Renal Cell Carcinoma,,RIKEN
ACH-000496,NCIH1792_LUNG,NCI-H1792,724868,2122,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000498,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,1330932,1325,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",Male,HSSRB
ACH-001035,CHLA99_BONE,,,,Bone Cancer,Ewings Sarcoma,,
ACH-001031,CHLA266_SOFT_TISSUE,,,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),-1,
ACH-000500,SNU46_UPPER_AERODIGESTIVE_TRACT,SNU-46,,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",Male,KCLB
ACH-000501,LS123_LARGE_INTESTINE,LS123,907792,2266,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000502,TCCPAN2_PANCREAS,TCC-PAN2,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,HSRRB
ACH-000503,BICR16_UPPER_AERODIGESTIVE_TRACT,BICR 16,,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,ECACC
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,SNB75,905982,1181,Brain Cancer,Unknown,,Garraway Lab
ACH-000505,RKN_SOFT_TISSUE,RKN,1298539,1471,Sarcoma,Leiomyosarcoma,Female,HSSRB
ACH-000506,NCIH146_LUNG,NCI-H146,910899,932,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000507,KE39_STOMACH,KE-39,,,Gastric Cancer,Carcinoma,Male,RIKEN
ACH-000508,CORL88_LUNG,COR-L88,906808,774,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ECACC
ACH-000509,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,,,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous, Sezary Syndrome",Male,ATCC
ACH-000510,NCIH1299_LUNG,NCI-H1299,724831,1235,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000511,CALU1_LUNG,Calu-1,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-001050,CW9019_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",-1,
ACH-000513,SNU1272_KIDNEY,SNU-1272,,,Kidney Cancer,"Renal Carcinoma, clear cell",Female,KCLB
ACH-000514,NCIH1092_LUNG,NCI-H1092,687997,1928,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000515,HCC33_LUNG,HCC-33,1303901,353,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,DSMZ
ACH-000516,CAL78_BONE,CAL-78,1290765,1148,Bone Cancer,Chondrosarcoma,Male,DSMZ
ACH-000517,SNU410_PANCREAS,SNU-410,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,KCLB
ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,CAL-33,753541,2041,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,DSMZ
ACH-001703,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048,2221,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),Female,
ACH-000520,59M_OVARY,59M,,,Ovarian Cancer,Carcinoma,Female,ECACC
ACH-000521,NCIH2030_LUNG,NCI-H2030,722045,912,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000522,UMUC3_URINARY_TRACT,UM-UC-3,724838,9,Bladder Cancer,Transitional Cell Carcinoma,Male,ATCC
ACH-000523,NCIH1184_LUNG,NCI-H1184;H1184,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000524,KURAMOCHI_OVARY,KURAMOCHI,909975,854,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,HSRRB
ACH-000525,NCIH2171_LUNG,NCI-H2171;H2171,688015,1571,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000526,HS821T_FIBROBLAST,Hs 821.T,,,Bone Cancer,Giant Cell Sarcoma,Female,ATCC
ACH-000527,OVISE_OVARY,OVISE,1240198,358,Ovarian Cancer,"Adenocarcinoma, clear cell",Female,HSSRB
ACH-000528,ABC1_LUNG,ABC-1,906791,1557,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,HSRRB
ACH-000529,T173_FIBROBLAST,T1-73,,,Bone Cancer,Osteosarcoma,,ATCC
ACH-000530,DMS114_LUNG,DMS 114,687983,1495,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000531,RS5_FIBROBLAST,,,,Lung Cancer,Mesothelioma,Male,DSMZ
ACH-000532,SNU61_LARGE_INTESTINE,SNU-61,1660035,151,Colon/Colorectal Cancer,Colorectal Carcinoma,Male,KCLB
ACH-000533,NCIH2004RT_SOFT_TISSUE,NCI-H2004 RT,,,Rhabdoid,Malignant Rhabdoid Tumor,-1,
ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSU-DLCL2,1331050,557,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),Male,DSMZ
ACH-000535,BXPC3_PANCREAS,BxPC-3,906693,1978,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,ATCC
ACH-001357,MCF10A_BREAST,,,,Immortalized,Fibrocystic Disease,Female,
ACH-000537,SNU761_LIVER,SNU-761,,,Liver Cancer,Hepatocellular Carcinoma,Male,KCLB
ACH-000538,HUTU80_SMALL_INTESTINE,HUTU80,907073,305,Colon/Colorectal Cancer,Duodenum Adenocarcinoma,Male,ATCC
ACH-000539,HS618T_FIBROBLAST,Hs 618.T,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000540,HS606T_FIBROBLAST,Hs 606.T,,,Breast Cancer,Carcinoma,Female,ATCC
ACH-000541,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,,,Myeloma,Multiple Myeloma,Female,HSRRB
ACH-000542,HEYA8_OVARY,Hey-A8,,,Ovarian Cancer,"Cystadenocarcinoma, papillary",Female,Academic Lab
ACH-000543,SNU489_CENTRAL_NERVOUS_SYSTEM,SNU-489,,,Brain Cancer,Glioblastoma,Male,KCLB
ACH-000544,OE21_OESOPHAGUS,OE21,1298359,2152,Esophageal Cancer,Squamous Cell Carcinoma,Male,HPACC
ACH-000545,VMCUB1_URINARY_TRACT,VM-CUB1,909780,276,Bladder Cancer,Transitional Cell Carcinoma,Male,DSMZ
ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,HSC-4,907062,99,Head and Neck Cancer,Squamous Cell Carcinoma,Male,HSSRB
ACH-000547,HT1197_URINARY_TRACT,HT-1197,907065,1533,Bladder Cancer,Carcinoma,Male,ATCC
ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,BHY,753535,748,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,DSMZ
ACH-000549,SNU1076_UPPER_AERODIGESTIVE_TRACT,SNU-1076,,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",Male,KCLB
ACH-000550,IGR39_SKIN,IGR-39,,,Skin Cancer,Melanoma,Male,DSMZ
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,K-562,905940,2098,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Female,ATCC
ACH-000552,HT29_LARGE_INTESTINE,HT-29,905939,1212,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000553,SQ1_LUNG,Sq-1,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,RIKEN
ACH-000111,HCC1187_BREAST,HCC1187,749711,1644,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000555,A498_KIDNEY,A-498,905948,602,Kidney Cancer,Renal Cell Carcinoma,Male,ATCC
ACH-000556,SIHA_CERVIX,SIHA,930297,1354,Cervical Cancer,Carcinoma,-1,
ACH-000557,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML-193,,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Monocytic)",Female,ATCC
ACH-000558,A172_CENTRAL_NERVOUS_SYSTEM,A-172,687563,1777,Brain Cancer,Glioblastoma,Male,ATCC
ACH-000559,NCIH1836_LUNG,NCI-H1836,1240182,1829,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000560,ECC10_STOMACH,ECC10,906848,799,Gastric Cancer,Small Cell Carcinoma,,RIKEN
ACH-000561,TT_OESOPHAGUS,T.T,1299064,544,Esophageal Cancer,Squamous Cell Carcinoma,,HSSRB
ACH-000562,HCC78_LUNG,HCC-78,1290908,639,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,DSMZ
ACH-000563,EBC1_LUNG,EBC-1,753554,1665,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,RIKEN
ACH-000564,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM1B;KHM-1B,,,Myeloma,Multiple Myeloma,Male,HSSRB
ACH-000565,RCM1_LARGE_INTESTINE,,909263,1271,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Female,HSSRB
ACH-000566,SW1710_URINARY_TRACT,,909749,2,Bladder Cancer,Transitional Cell Carcinoma,Female,DSMZ
ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906,130,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Female,ATCC
ACH-000147,T47D_BREAST,T-47D,905945,1286,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000569,ISTMES1_PLEURA,,907173,1001,Lung Cancer,Mesothelioma,Female,ICLC
ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,,687592,61,Brain Cancer,Glioblastoma,Female,HSRRB
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,,687586,131,Brain Cancer,Glioblastoma,Male,ATCC
ACH-000572,G361_SKIN,,906865,1173,Skin Cancer,Melanoma,Male,ATCC
ACH-000573,MDAMB436_BREAST,,1240172,927,Breast Cancer,Carcinoma,Female,ATCC
ACH-000574,FUOV1_OVARY,,1240129,2063,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,DSMZ
ACH-000575,HCC364_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-000576,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,Male,HSRRB
ACH-000577,JHH2_LIVER,,1240157,347,Liver Cancer,Hepatocellular Carcinoma,Male,HSRRB
ACH-000578,HCC1171_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,KCLB
ACH-000579,UACC257_SKIN,,905977,14,Skin Cancer,Melanoma,,NCI/DCTD
ACH-000580,C32_SKIN,,906830,2242,Skin Cancer,"Melanoma, amelanotic",Male,ATCC
ACH-000581,SNU16_STOMACH,,908446,291,Gastric Cancer,Carcinoma,Female,ATCC
ACH-000582,COLO741_SKIN,,,,Skin Cancer,Melanoma,Female,ECACC
ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-2,907269,764,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",Female,DSMZ
ACH-000584,JHOS4_OVARY,,1480359,1651,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,RIKEN
ACH-000585,EPLC272H_LUNG,,753556,404,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,DSMZ
ACH-000586,NCIH1876_LUNG,,1330972,91,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000587,NCIH1975_LUNG,,924244,1403,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,Male,HSRRB
ACH-000589,NCIH1437_LUNG,,687794,800,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000590,NCIH2073_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-001053,D425_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-000592,TM31_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,,RIKEN
ACH-000593,BC3C_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Female,DSMZ
ACH-000594,DMS153_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169,1504,Brain Cancer,Glioblastoma,Female,ATCC
ACH-000596,LCLC97TM1_LUNG,,946361,485,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,DSMZ
ACH-000597,TTC709_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,-1,
ACH-000598,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,Male,HSSRB
ACH-000599,PATU8902_PANCREAS,,1298526,1549,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,DSMZ
ACH-001054,D458_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-000601,MIAPACA2_PANCREAS,,724870,1541,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,ATCC
ACH-000602,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",Female,DSMZ
ACH-000603,BEN_LUNG,,753534,971,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",Male,DSMZ
ACH-000604,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Male,DSMZ
ACH-000605,TE6_OESOPHAGUS,,946355,1642,Esophageal Cancer,Squamous Cell Carcinoma,,RIKEN
ACH-000606,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, basaloid",Male,ECACC
ACH-000607,KYM1_SOFT_TISSUE,,1240166,1344,Rhabdoid,Malignant Rhabdoid Tumor,,HSRRB
ACH-000608,COV644_OVARY,,,,Ovarian Cancer,"Carcinoma, epithelial-mucinous",Female,ECACC
ACH-000609,SF126_CENTRAL_NERVOUS_SYSTEM,,909712,1677,Brain Cancer,Astrocytoma,,HSSRB
ACH-000610,NCIH2227_LUNG,,688018,1220,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331037,2036,Lymphoma,Diffuse Mixed Small and Large B-cell Lymphoma,Male,DSMZ
ACH-000612,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,Male,ATCC
ACH-000613,HOS_BONE,,907060,1202,Bone Cancer,Osteosarcoma,Female,ATCC
ACH-000614,RVH421_SKIN,,909706,1274,Skin Cancer,Melanoma,Male,DSMZ
ACH-000615,SKMEL28_SKIN,,905954,1499,Skin Cancer,Melanoma,Male,ATCC
ACH-000616,HS746T_STOMACH,,1240151,1850,Gastric Cancer,Carcinoma,Male,ATCC
ACH-000617,OVCAR4_OVARY,,905990,606,Ovarian Cancer,Adenocarcinoma,Female,NCI/DCTD
ACH-000618,SNU1041_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",,KCLB
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,,1240207,1810,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,ECACC
ACH-000620,JHH1_LIVER,,1298151,89,Liver Cancer,Hepatocellular Carcinoma,Male,HSRRB
ACH-000621,MDAMB157_BREAST,,925338,1796,Breast Cancer,"Breast Ductal Carcinoma, medullary",Female,ATCC
ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,,907282,1149,Brain Cancer,Glioma,Male,HSSRB
ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioblastoma,Male,KCLB
