,std,mean,median,max,min
ANKMY2 (57037),2030.8871417822336,3849.4672,3655.0,9314.0,11.0
ANKRA2 (57763),1879.1729299894482,5055.6704,5237.0,8922.0,14.0
ANKRD10 (55608),2003.7670289155951,2908.7008,2539.0,9401.0,16.0
ANKRD11 (29123),1297.554504709651,8145.704,8494.0,10010.0,1225.0
ANKRD12 (23253),1583.5437387545437,1935.3856,1556.0,8959.0,50.0
ANKRD13C (81573),2004.2655203404665,3081.096,2726.0,8460.0,17.0
ANKRD16 (54522),1800.1616531443176,3887.8208,3974.0,8698.0,92.0
ANKRD17 (26057),2396.6043745886464,6574.6528,7392.0,9976.0,7.0
ANKRD20A1 (84210),326.1937089427786,9592.4656,9609.0,10377.0,7883.0
ANKRD22 (118932),1608.820764479534,5893.3952,6173.0,8973.0,1079.0
ANKRD23 (200539),1621.0844669493983,5471.3376,5682.0,8687.0,736.0
ANKRD24 (170961),1410.3703934909784,6336.4352,6602.0,8832.0,1036.0
ANKRD27 (84079),1772.737576242043,2322.2832,1992.0,8970.0,17.0
ANKRD31 (256006),1444.6189110946552,6857.5136,7200.0,9215.0,1044.0
ANKRD33 (341405),1814.3054441230006,3884.9264,3832.0,8658.0,114.0
ANKRD33B (651746),1771.1649847110987,2841.8768,2661.0,8901.0,120.0
ANKRD34A (284615),1975.7152371567452,4181.872,4230.0,9544.0,20.0
ANKRD34B (340120),1562.3931179082874,3547.7008,3475.0,8744.0,34.0
ANKRD35 (148741),1886.4221873518486,4993.6736,5184.0,9400.0,164.0
ANKRD36B (57730),340.9127884717582,9398.9344,9422.0,10348.0,7746.0
ANKRD39 (51239),2001.9303085451788,4801.4592,5057.0,8920.0,137.0
ANKRD40 (91369),1785.3516092298141,5744.9968,5971.0,9261.0,42.0
ANKRD42 (338699),1640.682388626366,2242.3072,1897.0,8737.0,19.0
ANKRD49 (54851),1616.5643133605201,8398.384,8897.0,10232.0,179.0
ANKRD52 (283373),2758.704777750714,5135.0608,5562.0,9566.0,5.0
ANKRD53 (79998),1942.855136586095,3994.3072,3993.0,8529.0,58.0
ANKRD54 (129138),1542.4972543016747,6720.7648,7083.0,9495.0,118.0
ANKRD55 (79722),1557.655357765112,2605.7856,2376.0,8173.0,150.0
ANKRD65 (441869),1776.3899323368428,2720.4352,2375.0,8379.0,20.0
ANKRD66 (100287718),1474.6684498296818,1635.144,1171.0,8735.0,30.0
ANKRD9 (122416),1834.391490451541,2651.4656,2349.0,9128.0,18.0
ANKS3 (124401),1977.6360520114374,4117.8944,4158.0,9431.0,14.0
ANKS6 (203286),1156.640385901096,7886.7632,8196.0,9543.0,1654.0
ANLN (54443),1329.0036699164084,8500.0704,8853.0,10323.0,376.0
ANO1 (55107),2092.174968907495,3612.3424,3446.0,9877.0,89.0
ANO4 (121601),1774.1297290206462,4636.1424,4736.0,8455.0,406.0
ANP32A (8125),1872.9244409896544,5303.5168,5451.0,9119.0,82.0
ANP32B (10541),2219.4724206014043,3297.7152,2986.0,8736.0,14.0
ANP32E (81611),1982.8614748866707,6195.896,6718.0,9951.0,180.0
ANTXR1 (84168),1319.484062291404,1562.808,1147.0,8954.0,31.0
ANTXRL (195977),1464.433858404341,6595.08,6909.0,9229.0,752.0
ANXA11 (311),1744.8259522311926,4081.1568,4093.0,8546.0,83.0
ANXA13 (312),1739.2364936240976,2281.3744,1845.0,8814.0,20.0
ANXA2R (389289),1747.4693181298287,3767.6656,3688.0,8581.0,92.0
ANXA7 (310),1759.9170735489872,4490.52,4485.0,8499.0,197.0
ANXA8L1 (728113),1908.2875491540603,4580.544,4591.0,8921.0,176.0
ANXA9 (8416),1504.9783554538635,6615.424,6941.0,9711.0,879.0
AOC2 (314),1771.4512326931997,5447.8512,5681.0,9388.0,166.0
AOC3 (8639),1877.7754097226257,5515.768,5837.0,8927.0,187.0
AP1B1 (162),2147.017882122514,4174.352,4084.0,10013.0,11.0
AP1G1 (164),2479.8656771285014,4666.2016,4552.0,9720.0,2.0
AP1G2 (8906),1291.6554773047192,7459.912,7810.0,9741.0,414.0
AP1M1 (8907),2438.1956339883805,4505.7456,4223.0,9732.0,20.0
AP1S1 (1174),1858.4164733022105,5152.8496,5367.0,9664.0,82.0
AP1S3 (130340),1718.3231195602837,5634.8624,5891.0,8742.0,292.0
AP2A1 (160),2171.3717598848984,3043.8976,2554.0,9106.0,52.0
AP2B1 (163),2219.980631614517,3756.808,3522.0,9301.0,48.0
AP2M1 (1173),1344.0134129653502,8990.584,9331.0,10412.0,175.0
AP2S1 (1175),1246.2023025273058,9187.2224,9504.0,10476.5,262.0
AP3B1 (8546),1946.959472630765,6255.1632,6691.0,9647.0,31.0
AP3D1 (8943),2063.1969630897006,3003.5152,2672.0,8961.0,28.0
AP3M1 (26985),1807.2492457308904,4460.2048,4563.0,9234.0,115.0
AP3M2 (10947),1730.0515327110627,5712.7312,6043.0,8727.0,362.0
AP3S1 (1176),2116.052798496077,4492.6584,4537.0,8623.0,4.5
AP3S2 (10239),1752.7885893290302,4461.0496,4556.0,8612.0,230.0
AP4B1 (10717),1684.346398583294,2120.0696,1679.0,8541.0,8.0
AP4S1 (11154),1576.322001819588,6112.0864,6409.0,8875.0,1029.0
APC (324),1822.873697795001,7703.2704,8283.0,10048.0,59.0
APC2 (10297),1823.4405588984516,4719.7648,4831.0,8907.0,212.0
APCS (325),1712.4816821524523,5018.7152,5085.0,8618.0,488.0
APEH (327),1749.4952518501311,5036.3072,5249.0,9068.0,312.0
APEX2 (27301),2040.5535930629571,6725.742268041237,8878.0,,
APH1A (51107),1946.7803569391447,2809.6336,2411.0,8586.0,14.0
API5 (8539),1772.8333665632538,6666.6464,7083.0,9723.0,539.0
APIP (51074),1909.2391135516223,2399.0536,1918.0,8633.0,5.5
APLNR (187),1790.3868583532728,4947.36,5088.0,9722.0,384.0
APLP1 (333),1817.7037976425374,5190.3712,5335.0,9110.0,226.0
APOA2 (336),1470.7931280618109,2236.2448,1935.0,8699.0,66.0
APOBEC1 (339),1699.5431756164994,3831.8592,3817.0,8603.0,241.0
APOBEC2 (10930),1826.2690842499578,3938.8224,3972.0,8697.0,150.0
APOBEC3D (140564),1866.5884003628735,5087.5064,5265.0,8925.0,9.5
APOBEC3G (60489),1759.4411116966107,4852.1792,4970.0,8965.0,250.0
APOBR (55911),1803.3774634436381,3075.2592,2849.0,8571.0,84.0
APOC1 (341),1698.6588596512822,6856.0016,7339.0,9573.0,525.0
APOC2 (344),1786.3494795783224,3412.1056,3177.0,8474.0,174.0
APOE (348),1925.6554332965738,3722.3072,3618.0,8652.0,88.0
APOL2 (23780),1799.9609867609738,2541.1408,2080.0,8930.0,64.0
APOL5 (80831),1826.0575130128757,3567.2384,3461.0,8564.0,160.0
APOLD1 (81575),1972.443920004851,4616.408,4688.0,9003.0,433.0
APOM (55937),1706.4004215321586,3739.0208,3737.0,9066.0,60.0
APOOL (139322),1765.3771889143964,3207.733676975945,5843.0,,
APOPT1 (84334),1996.2139859962858,3938.6912,3879.0,8764.0,67.0
APPBP2 (10513),1460.0371656087984,1690.1936,1265.0,8879.0,20.0
APRT (353),1693.6328638167129,5939.8128,6264.0,9384.0,391.0
AQP10 (89872),1914.5262132149508,5278.2784,5436.0,8994.0,219.0
AQP12B (653437),1964.6371228608803,5161.2704,5471.0,8941.0,278.0
AQP2 (359),2025.8214409038228,4401.0848,4440.0,8899.0,181.0
AQP3 (360),1936.5416080589619,4007.864,3999.0,8687.0,72.0
AQP6 (363),1930.974608534542,4846.4736,4915.0,9059.0,397.0
AQP7 (364),379.0719280707582,9405.6944,9431.0,10211.0,6719.0
AQP9 (366),1672.8864281143626,4962.3536,5091.0,9788.0,697.0
AQR (9716),348.465697035241,9658.6736,9695.0,10524.0,7717.0
AR (367),1822.9678077941505,2667.3865979381444,,,
ARCN1 (372),296.7674886298907,9922.02,9944.0,10494.0,7813.0
AREL1 (9870),1567.6226154422989,6333.0736,6660.0,10189.0,442.0
ARF1 (375),1927.9841999857965,7333.0976,7860.0,10248.0,483.0
ARF3 (377),1593.9513537167263,6576.2688,7025.0,9354.0,675.0
ARF4 (378),908.895765158512,8843.136,8949.0,10407.0,1097.0
ARF5 (381),1619.537758589603,2446.4864,2140.0,8405.0,64.0
ARF6 (382),2257.6245263948313,6628.168,7368.0,9890.0,71.0
ARFGAP1 (55738),1691.8732628824214,2151.9872,1720.0,8479.0,11.0
ARFGAP2 (84364),2060.908728399895,4206.992,4206.0,8749.0,43.0
ARFGEF1 (10565),1857.1857358365835,4442.8736,4450.0,9062.0,406.0
ARFGEF2 (10564),1793.7472827989784,2725.3616,2377.0,8398.0,21.0
ARFIP2 (23647),1830.3504344908997,3418.4272,3228.0,8531.0,65.0
ARFRP1 (10139),825.6857030154407,8903.5696,9081.0,10215.0,2518.0
ARGFX (503582),424.87664078786383,8960.9808,9018.0,9849.0,6297.0
ARGLU1 (55082),487.1680460211882,9351.108,9390.0,10459.5,5475.0
ARHGAP1 (392),2240.1874030604604,4838.9584,4864.0,10143.0,189.0
ARHGAP11A (9824),1687.8248531961683,6341.8288,6619.0,9655.0,704.0
ARHGAP11B (89839),1024.6267207910275,7618.5104,7797.0,9880.0,3116.0
ARHGAP12 (94134),1526.967122220904,1607.6304,1121.0,8831.0,9.0
ARHGAP19 (84986),1606.5906767325966,2940.84,2708.0,8735.0,43.0
ARHGAP21 (57584),1929.5148707634867,2242.6064,1675.0,8760.0,4.0
ARHGAP23 (57636),1252.962724519727,7298.7216,7626.0,9456.0,1028.0
ARHGAP27 (201176),1992.8660869171856,3587.88,3412.0,9050.0,11.0
ARHGAP28 (79822),1235.4987788556678,1085.7232,653.0,8518.0,7.0
ARHGAP29 (9411),2508.5866540815164,3948.2976,3416.0,10076.0,31.0
ARHGAP30 (257106),1704.7934686295732,2331.3152,1944.0,9352.0,8.0
ARHGAP31 (57514),1802.088730275126,2989.4832,2702.0,9416.0,48.0
ARHGAP33 (115703),1812.264047311949,2978.128,2636.0,8500.0,67.0
ARHGAP4 (393),1556.2432302480352,1657.9089347079039,,,
ARHGAP45 (23526),2248.9121151496042,3702.416,3423.0,9626.0,15.0
ARHGAP5 (394),2117.9384851094455,5061.8752,5209.0,9293.0,80.0
ARHGAP9 (64333),1266.9799794989983,7266.1232,7588.0,9375.0,2265.0
ARHGDIA (396),2262.811743103744,4672.1856,4734.0,10118.0,62.0
ARHGEF1 (9138),2025.1774987570336,2922.7584,2581.0,8828.0,1.0
ARHGEF10 (9639),1272.194861505511,1455.472,1065.0,8676.0,7.0
ARHGEF11 (9826),1649.59607068534,5944.0624,6200.0,9070.0,75.0
ARHGEF12 (23365),1639.9981364795542,1377.9872,745.0,9090.0,3.0
ARHGEF16 (27237),1825.4993149511668,4641.2848,4623.0,8545.0,276.0
ARHGEF2 (9181),1967.8666569937334,4404.3728,4575.0,9435.0,142.0
ARHGEF25 (115557),1971.6377920958282,3513.1792,3395.0,9044.0,111.0
ARHGEF26 (26084),1802.7175224202558,3139.048,2898.0,9339.0,32.0
ARHGEF28 (64283),1632.7677698925834,6207.6592,6531.0,9121.0,398.0
ARHGEF33 (100271715),1949.539921661992,5287.664,5477.0,9301.0,287.0
ARHGEF39 (84904),1838.3662704932276,3140.072,2900.0,9168.0,39.0
ARHGEF40 (55701),1725.5847596000906,5325.984,5510.0,8746.0,293.0
ARHGEF5 (7984),1711.919485148402,6845.1552,7319.0,9517.0,609.0
ARHGEF7 (8874),1917.2509954994391,7689.208,8300.0,10317.0,740.0
ARID1A (8289),2779.0941310969365,6016.4976,6953.0,9795.0,4.0
ARID1B (57492),2474.8990407535975,4447.664,4316.0,10119.0,30.0
ARID2 (196528),2295.1634507997856,6967.5232,7802.0,9823.0,2.0
ARID3A (1820),934.1852338775602,8079.8448,8275.0,9571.0,2620.0
ARID3B (10620),1815.2702462040868,6268.0464,6628.0,9427.0,42.0
ARID3C (138715),1883.2169755391901,5621.0304,5947.0,9352.0,129.0
ARID4A (5926),2239.779031511814,3071.024,2700.0,8937.0,5.0
ARID4B (51742),2612.426510241055,4514.232,4840.0,9258.0,12.0
ARID5A (10865),2000.2316065985701,5692.2096,6135.0,9200.0,86.0
ARID5B (84159),2007.7045156838783,3212.8768,2914.0,9102.0,12.0
ARIH1 (25820),355.02520228887477,10024.7416,10093.0,10536.5,6464.0
ARIH2 (10425),2208.317780844702,2009.3648,1109.0,10209.0,3.0
ARL10 (285598),2168.111023794085,3791.5936,3621.0,9740.0,16.0
ARL13B (200894),2183.16636881224,4217.0912,4217.0,8710.0,132.0
ARL14EP (120534),1388.1788782300725,1368.6208,893.0,8401.0,10.0
ARL16 (339231),1924.7576212750555,3192.2592,2920.0,9056.0,38.0
ARL17A (51326),1861.4531769051446,2106.4912,1481.0,9160.0,19.0
ARL2 (402),181.89675402370153,10210.1832,10250.0,10545.0,9377.0
ARL2BP (23568),1975.454317219336,2999.5616,2689.0,8924.0,43.0
ARL3 (403),1589.6377493517516,2796.8384,2592.0,8702.0,58.0
ARL4A (10124),1832.849275255641,2607.4496,2157.0,9360.0,44.0
ARL4C (10123),1952.4163979829764,3680.9536,3545.0,10059.0,175.0
ARL4D (379),667.690464607819,8430.3168,8563.0,9837.0,4435.0
ARL5A (26225),1489.3089044027547,1947.1552,1504.0,8284.0,63.0
ARL5C (390790),1877.3766187490567,5126.0304,5394.0,9234.0,124.0
ARL6IP4 (51329),1743.7484880361058,4905.7248,5071.0,9458.0,298.0
ARL6IP5 (10550),1890.2933538963246,4346.3088,4414.0,9278.0,195.0
ARL6IP6 (151188),1791.3939217784052,4645.4896,4781.0,8871.0,226.0
ARL8A (127829),1784.0579166794632,2703.4688,2412.0,8662.0,57.0
ARL8B (55207),1846.057036233074,6240.952,6699.0,9213.0,45.0
ARMC10 (83787),1851.1034515037863,4993.9072,5122.0,9189.0,169.0
ARMC12 (221481),1677.6540556078407,4329.7152,4222.0,8498.0,397.0
ARMC5 (79798),2012.501633953788,7204.816,7790.0,10147.0,58.0
ARMC6 (93436),985.7795594662828,8010.4832,8294.0,9556.0,1888.0
ARMC7 (79637),336.56048111934064,10073.6992,10146.0,10539.0,7618.0
ARMC9 (80210),1693.7519893253527,2538.5184,2164.0,8775.0,50.0
ARMCX6 (54470),1966.4992612298215,4003.6048109965636,6485.0,,
ARMH1 (339541),1454.1600098444355,6860.352,7240.0,9248.0,150.0
ARMH3 (79591),2122.080508876571,5784.312,6144.0,9986.0,133.0
ARNT (405),2662.0717180103866,2760.2496,1880.0,9319.0,1.0
ARNTL (406),1910.66904634919,4700.3584,4701.0,9035.0,277.0
ARNTL2 (56938),1982.4907245917464,3946.4592,3864.0,8820.0,66.0
ARPC1A (10552),1546.3140401065914,2230.2432,1895.0,8720.0,86.0
ARPC2 (10109),1318.3179119678928,7945.3072,8336.0,10063.0,1374.0
ARPC3 (10094),742.1069704944229,8837.7792,8983.0,9938.0,2770.0
ARPC4 (10093),1083.6594642040343,8944.024,9189.0,10320.0,1050.0
ARPC5 (10092),1965.5345853038662,5451.648,5615.0,9448.0,321.0
ARPP19 (10776),1521.2929183209044,6625.064,6947.0,10162.0,1578.0
ARRB1 (408),1898.0655823191717,4230.7952,4214.0,9087.0,44.0
ARRDC1 (92714),1878.0510744235871,5363.7088,5597.0,9282.0,386.0
ARRDC2 (27106),1900.3331909768365,4762.3584,4973.0,8712.0,13.0
ARRDC3 (57561),1498.2690562167618,979.9448,348.0,9151.0,1.0
ARSA (410),1503.5042690447865,6988.0656,7364.0,9448.0,16.0
ARSB (411),1573.7420691753487,6418.2896,6739.0,9299.0,617.0
ARSI (340075),1558.4693664059107,6079.68,6350.0,9177.0,34.0
ARSK (153642),1626.3210099075357,4596.8736,4634.0,8770.0,500.0
ART1 (417),1839.4005842107563,2961.2272,2679.0,8903.0,20.0
ARTN (9048),1989.705829156533,3572.6352,3417.0,9089.0,93.0
ARV1 (64801),1822.3056405497643,5295.8608,5488.0,9368.0,145.0
ARVCF (421),1952.3180032293237,4002.5872,3806.0,8550.0,87.0
ASAH1 (427),1729.5732452003358,2133.592,1680.0,8738.0,18.0
ASAH2B (653308),1585.3898164206355,5696.6224,5939.0,8862.0,88.0
ASAP1 (50807),1366.9545226712125,1013.504,452.0,8495.0,2.0
ASB1 (51665),1211.7353917948444,948.4144,486.0,8967.0,4.0
ASB16 (92591),1860.2212951730728,5711.0928,5986.0,8880.0,125.0
ASB3 (51130),2024.7152392284952,2221.0672,1608.0,9816.0,2.0
ASB6 (140459),1195.8899619219324,7465.016,7783.0,9662.0,401.0
ASB7 (140460),2247.185125894399,3586.2048,3285.0,9008.0,6.0
ASB8 (140461),1686.8967400236934,5009.4672,5127.0,8654.0,410.0
ASCC1 (51008),1869.7594480094258,4538.4336,4666.0,8428.0,231.0
ASCC2 (84164),1960.179734841183,2043.4784,1374.0,9071.0,34.0
ASCC3 (10973),2076.2053859335515,5732.2528,6075.0,9166.0,108.0
ASCL1 (429),1916.1656740600883,3159.6816,2751.0,9990.0,73.0
ASCL2 (430),1428.536502289794,1319.8448,819.0,8999.0,13.0
ASCL4 (121549),1946.9570754793167,3466.0448,3356.0,8570.0,74.0
ASCL5 (647219),1591.5735871368922,6763.2512,7193.0,9740.0,217.0
ASF1A (25842),1939.9614928335363,6543.4464,6955.0,9758.0,361.0
ASF1B (55723),937.8619109633877,8250.2784,8460.0,10342.0,3572.0
ASH1L (55870),2172.127055353807,5602.9056,5915.0,10147.0,7.0
ASH2L (9070),1571.381850289901,7219.6416,7653.0,9488.0,1014.0
ASIC1 (41),2059.209731878115,5225.2032,5562.0,8998.0,321.0
ASIC2 (40),2005.368990673249,4102.5104,4044.0,8313.0,32.0
ASIC4 (55515),1634.5657064202492,4765.5792,4855.0,8758.0,733.0
ASIP (434),2026.914786094171,4405.8464,4418.0,8906.0,107.0
ASL (435),1717.1021798859936,5894.4592,6133.0,9267.0,480.0
ASMT (438),1865.0959187997537,2696.7439862542956,6309.0,,
ASMTL (8623),1719.3529757048236,3833.6237113402062,6855.0,,
ASNA1 (439),717.5840952307994,9289.7024,9436.0,10416.0,1470.0
ASNS (440),2060.5540082145944,6281.312,6616.0,10013.0,807.0
ASNSD1 (54529),1800.5338459254458,4454.5888,4482.0,8668.0,431.0
ASPHD1 (253982),1871.9562110304248,4876.7632,5053.0,8715.0,286.0
ASPHD2 (57168),1853.0655939695837,3369.5648,3220.0,8576.0,50.0
ASPM (259266),1470.309816034772,7586.44,7960.0,10304.0,455.0
ASPRV1 (151516),1996.0915011656257,5130.032,5415.0,8768.0,20.0
ASPSCR1 (79058),1339.1494544959958,6994.8512,7322.0,9293.0,629.0
ASS1 (445),1380.1074061658558,7395.4032,7776.0,9697.0,925.0
ASTL (431705),1866.1015138518055,3864.024,3713.0,8521.0,76.0
ASTN1 (460),1723.5580765515717,2470.4048,2133.0,9087.0,6.0
ASXL1 (171023),2079.9035363516755,2984.8592,2613.0,9411.0,10.0
ASZ1 (136991),1647.2482445472822,4416.5984,4485.0,9498.0,84.0
ATAD2 (29028),1924.3369655906063,2909.4464,2504.0,8929.0,25.0
ATAD3A (55210),2279.7550093331274,3313.4592,2920.0,9192.0,30.0
ATAD3B (83858),1886.6522200339348,5585.76,5938.0,9377.0,64.0
ATAD5 (79915),2171.7431410818126,4355.2912,4377.0,9128.0,145.0
ATAT1 (79969),1713.206158807036,3685.3376,3567.0,8919.0,176.0
ATCAY (85300),1727.3573844400257,5508.7632,5712.0,8725.0,79.0
ATE1 (11101),1919.2318545843495,2573.9856,2143.0,8925.0,10.0
ATF1 (466),1619.4304507782024,6281.2896,6641.0,9124.0,194.0
ATF3 (467),1750.772356191726,3478.288,3375.0,8675.0,126.0
ATF4 (468),501.11143516316014,9249.0512,9296.0,10251.0,6655.0
ATF5 (22809),1522.8782907948876,6334.6144,6602.0,8864.0,976.0
ATF6 (22926),1893.4422712547532,3972.9936,3853.0,8790.0,94.0
ATF6B (1388),1737.517174756658,5958.0576,6378.0,9495.0,241.0
ATF7 (11016),1970.4894782287615,4210.8128,4245.0,9249.0,28.0
ATF7IP (55729),2676.851621097882,4300.9472,4337.0,9502.0,1.0
ATG10 (83734),2116.0733745663733,4348.0624,4300.0,8873.0,81.0
ATG101 (60673),2464.7216211541245,4287.1552,4545.0,8961.0,16.0
ATG12 (9140),1993.8877309713173,2483.744,2075.0,8552.0,9.0
ATG13 (9776),2248.7059239562423,5052.064,5270.0,8988.0,69.0
ATG14 (22863),1975.390224621,3837.7248,3738.0,8708.0,53.0
ATG16L1 (55054),1889.584886366478,3186.7872,2944.0,8678.0,22.0
ATG16L2 (89849),2022.8614672670608,5240.7056,5555.0,9436.0,253.0
ATG2A (23130),1534.2286396703118,6874.8112,7306.0,9351.0,1331.0
ATG3 (64422),2170.180372260239,4179.1312,4142.0,9135.0,16.0
ATG4A (115201),1769.244415536109,3462.278350515464,3858.0,,
ATG4B (23192),1936.0549411678671,5900.3328,6270.0,8974.0,208.0
ATG4C (84938),1835.7551622264407,3221.272,2940.0,8624.0,100.0
ATG4D (84971),2034.71065101247,5758.2176,6168.0,9261.0,47.0
ATG9A (79065),2522.2153423314808,5358.3008,5631.0,9443.0,16.0
ATIC (471),2084.247009319291,7401.4736,8053.0,10024.0,229.0
ATL2 (64225),792.9596349962168,9100.9648,9200.0,10522.0,3219.0
ATM (472),2285.0996173617173,3105.3944,2796.0,9351.0,2.0
ATMIN (23300),1807.4543397048649,7041.8432,7584.0,9842.0,17.0
ATN1 (1822),1941.8366468068446,5792.1184,6231.0,9157.0,155.0
ATOH1 (474),1189.5832722967339,1188.3584,845.0,10032.0,4.0
ATOH7 (220202),1883.77507255361,4454.592,4606.0,8873.0,9.0
ATOX1 (475),1792.927646684649,1393.4528,695.0,9130.0,11.0
ATP10A (57194),1490.2693696021395,1812.264,1346.0,8835.0,4.0
ATP13A1 (57130),2079.081416614756,5798.7568,6140.0,9629.0,150.0
ATP13A3 (79572),1969.5707843198106,4245.4464,4229.0,9246.0,83.0
ATP1A1 (476),632.8512962176493,9991.0608,10205.0,10553.0,3759.0
ATP1A3 (478),1867.1981119492025,5175.8704,5498.0,8773.0,399.0
ATP1A4 (480),1638.285982802195,2187.9904,1752.0,8755.0,9.0
ATP1B3 (483),1648.1677728391735,7744.8432,8089.0,10349.0,394.0
ATP1B4 (23439),1635.5452331450194,5105.896907216495,8050.0,,
ATP23 (91419),1318.048911171746,7329.3584,7688.0,9571.0,1270.0
ATP2A2 (488),277.7453155389775,10206.5208,10266.0,10533.0,7734.0
ATP2A3 (489),1970.4277585180487,3351.288,3131.0,9170.0,49.0
ATP2B1 (490),2648.9357206098975,4638.6,4751.0,9558.0,85.0
ATP2B3 (492),1901.4390008669793,3549.414089347079,8260.0,,
ATP2B4 (493),1657.523283550738,6398.672,6780.0,9595.0,287.0
ATP2C1 (27032),2581.8486655157853,4636.2864,4653.0,9983.0,9.0
ATP2C2 (9914),1767.8443503433853,3529.4368,3388.0,8513.0,47.0
ATP5F1A (498),1311.9787771950644,8022.8192,8420.0,9840.0,906.0
ATP5F1B (506),578.9094658504748,9281.8496,9373.0,10239.0,3462.0
ATP5F1C (509),742.1467749123623,8926.432,9076.0,10174.0,3424.0
ATP5F1D (513),509.1504695077871,9285.3936,9350.0,10290.0,6865.0
ATP5F1E (514),472.1863134942414,9231.6096,9299.0,10184.0,5991.0
ATP5IF1 (93974),1815.6979576531007,4893.1072,5031.0,8780.0,133.0
ATP5MC1 (516),1067.5160832464042,7844.3152,8127.0,9420.0,491.0
ATP5MC2 (517),1821.5934703003923,4878.3792,5104.0,8515.0,188.0
ATP5MD (84833),1569.0937095416184,5430.0528,5600.0,8864.0,202.0
ATP5ME (521),860.6994478568147,8987.5832,9144.0,10506.5,3304.0
ATP5MF (9551),463.0464152788186,9097.8176,9157.0,10356.0,5270.0
ATP5MG (10632),1070.5918092991658,8041.8736,8341.0,9559.0,1583.0
ATP5MGL (267020),1795.9565426356778,5920.5664,6269.0,9255.0,452.0
ATP5MPL (9556),1488.3148343146438,1105.9792,521.0,8376.0,5.0
ATP5PB (515),1161.3710251515397,8146.3056,8468.0,10291.0,1524.0
ATP5PD (10476),2268.5019035579744,5243.5904,5722.0,8877.0,42.0
ATP5PF (522),1460.1050735688643,7549.1728,8043.0,9646.0,5.0
ATP5PO (539),1215.441152077756,7869.0784,8138.0,9844.0,2054.0
ATP6AP1 (537),369.664272923251,10123.65378006873,10508.0,,
ATP6AP2 (10159),358.6270765315399,10041.65206185567,10470.0,,
ATP6V0A1 (535),1935.8635366823796,5964.6672,6244.0,9488.0,181.0
ATP6V0A2 (23545),2000.6704138517014,4299.6432,4168.0,10357.0,223.0
ATP6V0A4 (50617),1746.7365944599778,3105.7952,2767.0,8452.0,160.0
ATP6V0B (533),188.8020476651779,10224.5184,10263.0,10532.0,8909.0
ATP6V0C (527),131.05928521484327,10439.5736,10486.0,10558.0,9250.0
ATP6V0D1 (9114),1114.3415091940265,8109.8976,8433.0,9904.0,1389.0
ATP6V0E1 (8992),2513.1152950155365,4844.4608,4587.0,10446.0,64.0
ATP6V1A (523),235.03860075773477,10234.828,10289.0,10553.0,8090.0
ATP6V1B1 (525),1783.649655114407,3422.2576,3209.0,8791.0,152.0
ATP6V1B2 (526),355.9597255884795,10383.3064,10484.0,10559.0,5735.0
ATP6V1C1 (528),892.7283056465523,9018.4224,9189.0,10141.0,1473.0
ATP6V1D (51382),628.7048454418426,9100.5968,9190.0,10166.0,2526.0
ATP6V1E1 (529),385.858145337217,9684.7968,9729.0,10436.0,5129.0
ATP6V1E2 (90423),1803.171812279684,3678.4256,3493.0,8989.0,109.0
ATP6V1F (9296),236.85989737525304,10356.1536,10422.0,10555.0,6798.0
ATP6V1G1 (9550),364.5280913747006,10039.7976,10120.0,10557.0,7112.0
ATP6V1G2 (534),1822.3367130607974,3929.128,3911.0,9007.0,77.0
ATP6V1H (51606),852.0616547963879,8882.4144,9041.0,10293.0,1292.0
ATP7A (538),2233.476682512163,2597.8058419243985,8118.0,,
ATP8A2 (51761),1817.1515176414614,3578.0368,3508.0,8979.0,102.0
ATP8B2 (57198),1503.071025708059,2035.7968,1650.0,9242.0,16.0
ATP8B3 (148229),1858.228150294984,3295.2864,3092.0,8495.0,46.0
ATP9A (10079),1725.2077096901573,3037.8096,2772.0,8720.0,95.0
ATPAF1 (64756),1745.0179171073405,5147.032,5330.0,8783.0,405.0
ATPAF2 (91647),2066.076033510421,5915.1328,6230.0,9684.0,195.0
ATR (545),394.26945993955155,9458.9968,9483.0,10369.0,5445.0
ATRIP (84126),656.7187347520695,8953.1504,9050.0,10153.0,2270.0
ATRN (8455),2268.116890582051,3693.6656,3371.0,9575.0,7.0
ATRX (546),2445.801123802555,5431.022336769759,8642.0,,
ATXN1 (6310),2038.3428017324168,3372.9712,3208.0,9106.0,30.0
ATXN10 (25814),1702.4799786344868,6765.5536,7168.0,9530.0,360.0
ATXN1L (342371),1899.9651898808502,3213.2912,3089.0,8855.0,4.0
ATXN2 (6311),2018.4435345696825,3536.8912,3360.0,9061.0,16.0
ATXN2L (11273),2555.2590885064615,4099.1504,3925.0,9175.0,3.0
ATXN7 (6314),1590.6667281766488,1137.236,460.0,9125.0,4.0
ATXN7L2 (127002),1908.9826298386376,3536.608,3424.0,9255.0,67.0
ATXN7L3 (56970),2225.0137850313395,7434.4032,8264.0,9944.0,11.0
ATXN7L3B (552889),1960.0929514563122,4350.3392,4396.0,9080.0,141.0
AUH (549),1828.1778303784288,3365.04,3200.0,8914.0,47.0
AUNIP (79000),2040.2914186986584,4706.0224,4744.0,9386.0,181.0
AUP1 (550),2335.340325852711,3468.2432,3015.0,9295.0,17.0
AURKA (6790),296.51350565513445,9877.1816,9915.0,10478.5,7832.0
AURKAIP1 (54998),857.9253017211541,8435.672,8617.0,9867.0,1351.0
